CancerTypes,cg00251716,cg01368075,cg02772121,cg04105511,cg04337594,cg06132620,cg06372779,cg06823060,cg06911354,cg07592254,cg08523456,cg10419849,cg10743291,cg11600734,cg14398860,cg14418633,cg15002250,cg15958289,cg18368125,cg18631798,cg19817912,cg20404260,cg20639396,cg24402880,cg24650915,cg25282976,cg25745246,cg26297005,cg26835683,cg27592331,sample_type
lung squamous cell carcinoma,0.764986,0.853741,0.44101,0.470444,0.892656,0.445928,0.919665,0.633952,0.561306,0.748756,0.927217,0.88122,0.835241,0.449179,0.984031,0.91742,0.672596,0.219569,0.887029,0.577222,0.613711,0.573951,0.297493,0.231818,0.747367,0.474679,0.848841,0.658611,0.86398,0.42804,Primary Tumor
lung squamous cell carcinoma,0.871318,0.89916,0.421474,0.563872,0.807804,0.632656,0.848566,0.507583,0.624021,0.695407,0.915359,0.817203,0.87221,0.375396,0.980325,0.915186,0.774882,0.31809,0.808206,0.417274,0.638745,0.683091,0.222454,0.267025,0.640052,0.633459,0.853615,0.625753,0.811129,0.643146,Primary Tumor
lung squamous cell carcinoma,0.876407,0.798093,0.37721,0.520456,0.828288,0.486665,0.8959,0.679298,0.537139,0.631955,0.94327,0.918387,0.896923,0.717417,0.976131,0.923284,0.887938,0.286671,0.823992,0.84689,0.637558,0.595299,0.171753,0.162486,0.758238,0.593144,0.881124,0.650359,0.898702,0.557702,Primary Tumor
lung squamous cell carcinoma,0.792982,0.860882,0.205532,0.371904,0.848591,0.619503,0.405675,0.771556,0.647996,0.249679,0.935427,0.800185,0.873417,0.586176,0.973564,0.953309,0.698946,0.170456,0.681678,0.541789,0.765723,0.424381,0.163028,0.14665,0.497278,0.601655,0.651424,0.74397,0.764551,0.117712,Primary Tumor
lung squamous cell carcinoma,0.855672,0.781892,0.525223,0.425796,0.861114,0.556525,0.824249,0.628271,0.523543,0.737897,0.911552,0.892715,0.921808,0.539156,0.973307,0.961976,0.889466,0.312024,0.811871,0.812166,0.677611,0.610297,0.490733,0.271587,0.674421,0.609253,0.780211,0.705875,0.860548,0.373314,Primary Tumor
lung squamous cell carcinoma,0.856011,0.825684,0.456049,0.52966,0.930188,0.502452,0.894793,0.745932,0.638117,0.896198,0.917644,0.697058,0.796063,0.664735,0.978804,0.929113,0.794965,0.441214,0.923906,0.768419,0.750754,0.655228,0.409479,0.348188,0.606756,0.761179,0.873455,0.781859,0.905375,0.669531,Primary Tumor
lung squamous cell carcinoma,0.835748,0.838161,0.238638,0.640122,0.889057,0.335063,0.861738,0.507825,0.617886,0.914186,0.93187,0.72275,0.79141,0.857741,0.979976,0.959532,0.620834,0.287612,0.923546,0.815942,0.857555,0.570543,0.303952,0.332165,0.541762,0.853957,0.882899,0.891444,0.81552,0.148637,Primary Tumor
lung squamous cell carcinoma,0.88487,0.896644,0.132225,0.786239,0.695696,0.186273,0.830821,0.597408,0.884726,0.936422,0.89235,0.861074,0.913055,0.711524,0.975682,0.891055,0.844939,0.684675,0.926309,0.838999,0.833194,0.343603,0.114238,0.497625,0.762742,0.899451,0.875398,0.86506,0.898497,0.874484,Primary Tumor
lung squamous cell carcinoma,0.887137,0.845785,0.111903,0.587836,0.901512,0.140388,0.89773,0.279213,0.842817,0.938065,0.907935,0.638348,0.7323,0.510677,0.975481,0.949204,0.357793,0.102461,0.943079,0.648135,0.871874,0.380636,0.114305,0.151811,0.319347,0.866273,0.918042,0.86317,0.827414,0.851757,Primary Tumor
lung squamous cell carcinoma,0.786756,0.815812,0.166209,0.595341,0.804506,0.272174,0.898667,0.446204,0.711741,0.825509,0.940712,0.681541,0.914924,0.722388,0.970233,0.954394,0.694347,0.457298,0.724407,0.442402,0.472581,0.340862,0.183186,0.312363,0.355005,0.71584,0.848006,0.731601,0.857012,0.748928,Primary Tumor
lung squamous cell carcinoma,0.766593,0.898592,0.323365,0.419067,0.866736,0.417648,0.809721,0.564163,0.531628,0.845104,0.899809,0.807052,0.887275,0.386752,0.978114,0.922178,0.875304,0.223151,0.9352,0.63764,0.587781,0.674888,0.443289,0.395598,0.611901,0.775122,0.912326,0.713213,0.846749,0.295504,Primary Tumor
lung squamous cell carcinoma,0.90794,0.895115,0.335249,0.489787,0.924158,0.59571,0.937115,0.727019,0.470604,0.861197,0.940312,0.884867,0.914322,0.417579,0.981579,0.97539,0.910731,0.131445,0.914376,0.741402,0.715614,0.674152,0.327947,0.312332,0.619045,0.626229,0.884953,0.744412,0.874931,0.343985,Primary Tumor
lung squamous cell carcinoma,0.925265,0.909092,0.276087,0.653345,0.881753,0.728725,0.946766,0.548403,0.805054,0.880555,0.94866,0.901332,0.636199,0.732339,0.979962,0.984695,0.706315,0.227273,0.917933,0.389174,0.80024,0.687425,0.392572,0.282029,0.701609,0.843929,0.896707,0.798529,0.876686,0.390838,Primary Tumor
lung squamous cell carcinoma,0.9199,0.858717,0.489536,0.451089,0.905531,0.666414,0.889704,0.733382,0.745493,0.574955,0.909505,0.795863,0.905749,0.432105,0.972971,0.897939,0.887684,0.239047,0.820979,0.674161,0.704521,0.593265,0.25422,0.289908,0.690732,0.568891,0.872814,0.711921,0.874379,0.582983,Primary Tumor
lung squamous cell carcinoma,0.891606,0.890783,0.437823,0.321936,0.893093,0.372486,0.868819,0.493711,0.611173,0.791695,0.909297,0.898331,0.802291,0.571976,0.972006,0.771131,0.579633,0.156913,0.913331,0.419415,0.631971,0.573595,0.530861,0.440252,0.512219,0.729363,0.895655,0.654167,0.862156,0.517584,Primary Tumor
lung squamous cell carcinoma,0.866602,0.706877,0.11864,0.704347,0.885055,0.449619,0.908702,0.360483,0.797175,0.871369,0.796246,0.272597,0.44029,0.855112,0.978394,0.903268,0.289823,0.482417,0.890679,0.755953,0.797476,0.626769,0.14826,0.122837,0.242872,0.752837,0.797805,0.673319,0.590614,0.765772,Primary Tumor
lung squamous cell carcinoma,0.323231,0.876503,0.213302,0.304739,0.833047,0.225363,0.929331,0.589796,0.670466,0.913697,0.911493,0.823406,0.8357,0.489841,0.976714,0.90174,0.336689,0.188102,0.858192,0.122785,0.749794,0.289653,0.158217,0.170059,0.423365,0.665094,0.85654,0.738877,0.840462,0.67861,Primary Tumor
lung squamous cell carcinoma,0.770131,0.828719,0.157263,0.604384,0.934429,0.500616,0.886764,0.542808,0.590658,0.912922,0.920616,0.782843,0.848866,0.56893,0.974797,0.905139,0.583655,0.227433,0.93038,0.811642,0.857542,0.594914,0.176449,0.197957,0.522504,0.832857,0.910099,0.835132,0.84042,0.61288,Primary Tumor
lung squamous cell carcinoma,0.881133,0.836815,0.60431,0.446462,0.797509,0.765949,0.921205,0.55001,0.725201,0.790304,0.920456,0.786736,0.858342,0.385761,0.979275,0.852542,0.913519,0.154038,0.849041,0.509572,0.600589,0.631965,0.259434,0.432642,0.566664,0.583515,0.861946,0.58756,0.749292,0.40359,Primary Tumor
lung squamous cell carcinoma,0.902547,0.847448,0.388508,0.579513,0.906602,0.297599,0.874301,0.673872,0.601617,0.785769,0.865753,0.903615,0.904336,0.459816,0.965633,0.864342,0.895511,0.151787,0.91508,0.83698,0.743771,0.693881,0.260242,0.158273,0.729634,0.69329,0.910207,0.775217,0.843367,0.708676,Primary Tumor
lung squamous cell carcinoma,0.87351,0.912204,0.242088,0.758518,0.650526,0.657082,0.925757,0.630197,0.861926,0.890926,0.917255,0.924676,0.926537,0.754298,0.978278,0.964636,0.911554,0.18439,0.82868,0.309937,0.722199,0.521365,0.118326,0.24074,0.702301,0.730858,0.891875,0.724466,0.857302,0.867226,Primary Tumor
lung squamous cell carcinoma,0.943168,0.887946,0.134703,0.734816,0.910422,0.712956,0.930943,0.572664,0.691009,0.91246,0.912615,0.937072,0.495736,0.739078,0.977761,0.981416,0.904295,0.0872968,0.932715,0.889604,0.840876,0.784931,0.234809,0.0983685,0.849792,0.78781,0.906377,0.859392,0.94289,0.797436,Primary Tumor
lung squamous cell carcinoma,0.631021,0.907174,0.160916,0.667593,0.84152,0.434588,0.910973,0.40942,0.790713,0.763087,0.88027,0.706971,0.693716,0.706028,0.963343,0.959246,0.307558,0.238008,0.805407,0.333101,0.667907,0.598531,0.179687,0.163223,0.470106,0.569975,0.900631,0.748711,0.859538,0.695249,Primary Tumor
lung squamous cell carcinoma,0.90173,0.894556,0.256042,0.687996,0.865,0.612407,0.85714,0.461558,0.747357,0.646813,0.941348,0.897777,0.870151,0.752661,0.979144,0.96213,0.788463,0.433599,0.866408,0.859526,0.765095,0.672122,0.258268,0.223882,0.655052,0.808788,0.876649,0.740453,0.905571,0.823712,Primary Tumor
lung squamous cell carcinoma,0.757417,0.912475,0.216037,0.613546,0.881843,0.511215,0.858406,0.580974,0.624558,0.864521,0.927651,0.90759,0.930462,0.429089,0.979211,0.93485,0.893682,0.260138,0.881019,0.865045,0.781906,0.423623,0.225036,0.217526,0.71965,0.328815,0.77877,0.833358,0.815319,0.748232,Primary Tumor
lung squamous cell carcinoma,0.871135,0.878762,0.0637951,0.841133,0.839585,0.236211,0.893525,0.225703,0.881627,0.90486,0.893245,0.837341,0.569308,0.882332,0.969836,0.974092,0.641105,0.351102,0.850088,0.901761,0.804952,0.77488,0.154112,0.133025,0.420627,0.89128,0.902536,0.751778,0.761887,0.910101,Primary Tumor
lung squamous cell carcinoma,0.881337,0.812535,0.126629,0.651564,0.861523,0.333874,0.834241,0.604191,0.71792,0.885907,0.895878,0.875552,0.766457,0.551417,0.960484,0.902221,0.719993,0.182332,0.935026,0.650695,0.758947,0.852435,0.339706,0.373537,0.766051,0.891464,0.845349,0.780407,0.779208,0.298706,Primary Tumor
lung squamous cell carcinoma,0.882435,0.917906,0.41105,0.163471,0.905595,0.366217,0.896295,0.436958,0.542682,0.81188,0.92371,0.804847,0.89729,0.145094,0.968323,0.965735,0.891153,0.110277,0.925215,0.675336,0.584835,0.552129,0.360319,0.222512,0.712865,0.534662,0.802491,0.685454,0.862216,0.223012,Primary Tumor
lung squamous cell carcinoma,0.860852,0.886473,0.471257,0.484187,0.865615,0.392985,0.893845,0.575503,0.511939,0.845933,0.927972,0.742954,0.751735,0.603537,0.975818,0.845179,0.793827,0.234918,0.841543,0.664031,0.64534,0.617574,0.391502,0.293645,0.629126,0.685409,0.85818,0.666258,0.849766,0.362911,Primary Tumor
lung squamous cell carcinoma,0.683961,0.82766,0.394461,0.489545,0.831105,0.428192,0.891683,0.638641,0.786462,0.641129,0.771304,0.702387,0.555838,0.547405,0.973312,0.625491,0.577259,0.13408,0.8727,0.303148,0.461154,0.554172,0.297219,0.37138,0.504853,0.708039,0.753795,0.554561,0.705992,0.480807,Primary Tumor
lung squamous cell carcinoma,0.313106,0.89909,0.117882,0.666168,0.913906,0.60519,0.921734,0.720566,0.665468,0.733908,0.792831,0.894687,0.762762,0.343303,0.975731,0.855603,0.671178,0.159751,0.918078,0.555948,0.555511,0.772932,0.246208,0.355847,0.81698,0.816014,0.869479,0.749646,0.888574,0.739187,Primary Tumor
lung squamous cell carcinoma,0.903852,0.896729,0.129535,0.775669,0.897895,0.273748,0.880078,0.830966,0.872301,0.293969,0.922325,0.906779,0.909338,0.363184,0.97918,0.969192,0.931325,0.111584,0.862427,0.868118,0.763227,0.609908,0.346342,0.20192,0.796369,0.826788,0.889382,0.821503,0.863405,0.922939,Primary Tumor
lung squamous cell carcinoma,0.875134,0.726474,0.300779,0.518596,0.844788,0.498648,0.89657,0.409566,0.636969,0.865528,0.882068,0.850967,0.866858,0.601877,0.97963,0.948677,0.556709,0.259029,0.812094,0.409568,0.736259,0.533023,0.29554,0.280662,0.520593,0.585907,0.89984,0.729985,0.81452,0.545874,Primary Tumor
lung squamous cell carcinoma,0.691325,0.781541,0.306771,0.633601,0.668282,0.400439,0.664994,0.27517,0.695257,0.836258,0.922588,0.884348,0.921897,0.183362,0.690739,0.971562,0.910347,0.197066,0.870256,0.816808,0.744441,0.414655,0.25531,0.239319,0.399676,0.393174,0.677324,0.809487,0.7209,0.163595,Primary Tumor
lung squamous cell carcinoma,0.916667,0.842774,0.284188,0.645623,0.924103,0.706398,0.936264,0.499701,0.730669,0.920496,0.922647,0.923732,0.93422,0.713548,0.973398,0.983385,0.583567,0.385972,0.915101,0.54599,0.773168,0.520704,0.454107,0.14964,0.798817,0.811991,0.924738,0.811934,0.877037,0.737205,Primary Tumor
lung squamous cell carcinoma,0.730128,0.845523,0.417904,0.521369,0.703681,0.397974,0.895255,0.609347,0.637734,0.754015,0.941492,0.86224,0.84797,0.849852,0.979347,0.954213,0.783294,0.373033,0.752254,0.778552,0.592142,0.556916,0.225294,0.23927,0.569951,0.649629,0.891262,0.607055,0.874819,0.583885,Primary Tumor
lung squamous cell carcinoma,0.864549,0.799719,0.471979,0.389892,0.785411,0.510692,0.845734,0.674575,0.332154,0.868474,0.913236,0.894754,0.938687,0.511394,0.981416,0.956516,0.873947,0.457954,0.861219,0.803908,0.681233,0.605937,0.594141,0.247398,0.587656,0.648357,0.834949,0.690475,0.868437,0.301772,Primary Tumor
lung squamous cell carcinoma,0.888989,0.882681,0.231084,0.662992,0.8768,0.648112,0.894132,0.621315,0.649581,0.767636,0.910489,0.909133,0.752184,0.69011,0.974889,0.975695,0.906289,0.304454,0.893043,0.893721,0.824505,0.753572,0.318613,0.241759,0.801812,0.835192,0.893494,0.821117,0.93296,0.804322,Primary Tumor
lung squamous cell carcinoma,0.88449,0.88679,0.38494,0.533654,0.868812,0.378395,0.884774,0.611332,0.632196,0.828195,0.898678,0.856919,0.776348,0.628152,0.978098,0.870987,0.667776,0.221586,0.881869,0.551737,0.684313,0.540919,0.371615,0.380855,0.652756,0.78221,0.84241,0.712781,0.8177,0.608292,Primary Tumor
lung squamous cell carcinoma,0.817028,0.899297,0.129845,0.804173,0.933336,0.420085,0.932525,0.89752,0.835976,0.952626,0.921776,0.566314,0.893983,0.760268,0.971397,0.924439,0.400369,0.2785,0.947248,0.142011,0.832045,0.865906,0.229285,0.166429,0.604301,0.261982,0.924815,0.425632,0.928718,0.895676,Primary Tumor
lung squamous cell carcinoma,0.900863,0.828145,0.155069,0.590015,0.918467,0.527789,0.860294,0.381815,0.760601,0.860401,0.903848,0.854212,0.806972,0.755823,0.964908,0.915176,0.667986,0.149983,0.891951,0.719875,0.734678,0.725265,0.324705,0.222357,0.439079,0.76162,0.908496,0.784974,0.799604,0.231258,Primary Tumor
lung squamous cell carcinoma,0.860739,0.75571,0.341333,0.292859,0.847487,0.522209,0.874981,0.614852,0.377592,0.744524,0.932336,0.901398,0.924673,0.517282,0.971279,0.92813,0.819425,0.253856,0.826357,0.780811,0.689117,0.573402,0.33842,0.269162,0.605066,0.480421,0.807808,0.63759,0.826036,0.193681,Primary Tumor
lung squamous cell carcinoma,0.798483,0.889913,0.284051,0.566979,0.901815,0.263505,0.898669,0.786039,0.730969,0.449622,0.764713,0.887826,0.886199,0.596354,0.975163,0.80919,0.873336,0.138897,0.942093,0.655136,0.74242,0.696389,0.245312,0.292874,0.629389,0.627641,0.90113,0.694463,0.812682,0.564337,Primary Tumor
lung squamous cell carcinoma,0.881114,0.827907,0.488794,0.467036,0.872785,0.351784,0.907223,0.771015,0.514173,0.899057,0.920881,0.907652,0.946389,0.7222,0.978556,0.974558,0.918682,0.287241,0.828788,0.605513,0.735717,0.322518,0.126816,0.229276,0.518982,0.645767,0.899538,0.744015,0.922315,0.679233,Primary Tumor
lung squamous cell carcinoma,0.662283,0.893049,0.233143,0.563805,0.854434,0.366018,0.842296,0.677117,0.595815,0.755829,0.919221,0.929193,0.872977,0.400775,0.957685,0.921057,0.872069,0.303867,0.836881,0.693427,0.729097,0.561546,0.316002,0.324908,0.802368,0.752162,0.856016,0.705446,0.831009,0.453943,Primary Tumor
lung squamous cell carcinoma,0.91781,0.884943,0.334172,0.395056,0.870009,0.743848,0.934898,0.622316,0.710408,0.931115,0.932326,0.930038,0.92829,0.782716,0.969131,0.961906,0.910717,0.261419,0.844605,0.881465,0.691019,0.67249,0.12364,0.209504,0.642503,0.296443,0.933353,0.752002,0.873262,0.77237,Primary Tumor
lung squamous cell carcinoma,0.872104,0.881601,0.305404,0.576715,0.850957,0.247719,0.865028,0.667128,0.60261,0.841968,0.932875,0.840002,0.720588,0.723617,0.962798,0.868729,0.661676,0.215723,0.920294,0.709667,0.64524,0.716458,0.368847,0.382919,0.719299,0.77641,0.894767,0.738056,0.91605,0.58844,Primary Tumor
lung squamous cell carcinoma,0.43253,0.842528,0.185633,0.606982,0.828212,0.295905,0.647221,0.578844,0.687998,0.449034,0.880162,0.748302,0.823193,0.415323,0.403239,0.810086,0.873526,0.132254,0.845302,0.726011,0.819221,0.482966,0.206782,0.243896,0.696363,0.705098,0.514727,0.820436,0.615928,0.694052,Primary Tumor
lung squamous cell carcinoma,0.912573,0.897991,0.246313,0.732086,0.90315,0.837647,0.946338,0.685167,0.872216,0.907283,0.929844,0.903945,0.882578,0.754984,0.968531,0.893904,0.968361,0.161365,0.942799,0.768373,0.751716,0.819432,0.372053,0.198395,0.661087,0.707669,0.947779,0.804891,0.899779,0.77905,Primary Tumor
lung squamous cell carcinoma,0.753538,0.758754,0.717709,0.22137,0.702597,0.597139,0.927423,0.652909,0.478427,0.766508,0.913165,0.899722,0.870428,0.719178,0.979106,0.790246,0.695713,0.504408,0.649056,0.610519,0.429594,0.505418,0.376862,0.441902,0.562357,0.444865,0.914134,0.429949,0.713812,0.277974,Primary Tumor
lung squamous cell carcinoma,0.897811,0.883134,0.351112,0.577524,0.890605,0.30355,0.921931,0.48863,0.67539,0.836702,0.912772,0.756463,0.558751,0.60356,0.9721,0.908911,0.416619,0.215875,0.894936,0.63641,0.680712,0.54983,0.273319,0.288807,0.445208,0.697218,0.906848,0.711909,0.829314,0.639821,Primary Tumor
lung squamous cell carcinoma,0.838723,0.900848,0.106176,0.374818,0.896305,0.47477,0.878036,0.38278,0.90757,0.932499,0.846008,0.858737,0.721752,0.929985,0.972883,0.975332,0.234783,0.590803,0.912684,0.913607,0.893681,0.265505,0.0877712,0.077522,0.331221,0.954156,0.836373,0.92766,0.864395,0.565599,Primary Tumor
lung squamous cell carcinoma,0.881191,0.89603,0.204592,0.515237,0.846389,0.490977,0.871845,0.609654,0.600347,0.852202,0.928848,0.930385,0.945546,0.640812,0.973977,0.977158,0.877633,0.606122,0.611887,0.827008,0.607288,0.661197,0.504158,0.238551,0.564997,0.810139,0.784268,0.565856,0.871147,0.260861,Primary Tumor
lung squamous cell carcinoma,0.89685,0.820418,0.367623,0.633922,0.882515,0.441854,0.901454,0.460847,0.828591,0.887936,0.913779,0.891072,0.761959,0.680428,0.97437,0.866593,0.668729,0.118811,0.907068,0.639014,0.734034,0.809781,0.253772,0.299601,0.505125,0.944154,0.906206,0.787128,0.916581,0.373259,Primary Tumor
lung squamous cell carcinoma,0.885576,0.842175,0.370126,0.264155,0.901519,0.399308,0.904395,0.465604,0.516837,0.912503,0.933223,0.893781,0.907561,0.595435,0.972926,0.969982,0.622312,0.11843,0.868799,0.590281,0.72722,0.462459,0.228758,0.126206,0.584908,0.553226,0.892067,0.74801,0.870696,0.596627,Primary Tumor
lung squamous cell carcinoma,0.900195,0.895576,0.374415,0.713403,0.863803,0.445736,0.903542,0.840537,0.786755,0.907585,0.925771,0.906469,0.9102,0.46197,0.971723,0.97878,0.89383,0.280697,0.822174,0.889767,0.763835,0.648666,0.275518,0.154682,0.717681,0.777616,0.898052,0.721167,0.875091,0.820605,Primary Tumor
lung squamous cell carcinoma,0.909084,0.937185,0.0997067,0.798581,0.920267,0.182903,0.933516,0.361191,0.792506,0.874875,0.927113,0.313411,0.900237,0.86161,0.981681,0.951356,0.454426,0.186682,0.925476,0.666581,0.825818,0.680981,0.145246,0.225945,0.618254,0.709259,0.936086,0.835092,0.907099,0.808145,Primary Tumor
lung squamous cell carcinoma,0.812,0.903633,0.376493,0.631008,0.871429,0.518044,0.914747,0.646885,0.795644,0.803626,0.901217,0.770594,0.65227,0.692598,0.963845,0.879582,0.751199,0.282827,0.898435,0.586827,0.74394,0.67417,0.327093,0.285695,0.555742,0.742885,0.859456,0.779733,0.837487,0.529251,Primary Tumor
lung squamous cell carcinoma,0.85813,0.83305,0.274913,0.509104,0.81139,0.395095,0.92731,0.640787,0.564177,0.879732,0.875309,0.668862,0.732815,0.619583,0.979365,0.955101,0.540354,0.346305,0.885418,0.851974,0.598416,0.717182,0.34809,0.298031,0.54237,0.800408,0.74307,0.550665,0.89279,0.752932,Primary Tumor
lung squamous cell carcinoma,0.935359,0.869547,0.146933,0.685054,0.820056,0.385776,0.863292,0.270921,0.736816,0.79168,0.890403,0.904768,0.895368,0.13852,0.978256,0.938541,0.924404,0.162158,0.851301,0.758851,0.866952,0.725625,0.20364,0.127582,0.746953,0.710801,0.771661,0.857489,0.850977,0.711988,Primary Tumor
lung squamous cell carcinoma,0.176483,0.707101,0.0558497,0.160111,0.763849,0.109331,0.215425,0.184386,0.877202,0.92797,0.855877,0.516769,0.890737,0.0974127,0.539116,0.85545,0.672835,0.215629,0.760664,0.188563,0.371493,0.174042,0.170839,0.109583,0.170223,0.0827458,0.32241,0.425221,0.143152,0.105711,Primary Tumor
lung squamous cell carcinoma,0.853042,0.921997,0.0617307,0.902085,0.877411,0.183897,0.911781,0.337747,0.889196,0.898394,0.900972,0.158066,0.530808,0.759571,0.958482,0.967336,0.144451,0.122584,0.947896,0.363306,0.697868,0.512625,0.180797,0.18299,0.166847,0.88145,0.898741,0.87755,0.877345,0.894705,Primary Tumor
lung squamous cell carcinoma,0.294282,0.901855,0.069398,0.811182,0.878732,0.265546,0.74067,0.612476,0.859038,0.728243,0.806295,0.871284,0.463784,0.142356,0.962143,0.848236,0.88545,0.0781681,0.883642,0.761902,0.789177,0.397057,0.143834,0.176156,0.719942,0.880903,0.716161,0.854937,0.694953,0.46772,Primary Tumor
lung squamous cell carcinoma,0.869867,0.846563,0.0887904,0.775528,0.85859,0.213059,0.936744,0.451041,0.922366,0.566344,0.909098,0.659021,0.457682,0.745136,0.952105,0.960726,0.437271,0.168906,0.857085,0.737476,0.735944,0.687388,0.140265,0.151748,0.300599,0.824744,0.886776,0.802684,0.831205,0.875922,Primary Tumor
lung squamous cell carcinoma,0.922028,0.899432,0.141066,0.691441,0.939734,0.762358,0.95173,0.766715,0.772034,0.930373,0.917541,0.923534,0.94916,0.688669,0.981469,0.869238,0.899097,0.122089,0.941606,0.823757,0.862113,0.718031,0.143014,0.135965,0.829205,0.724101,0.930038,0.886545,0.933456,0.678691,Primary Tumor
lung squamous cell carcinoma,0.906607,0.908091,0.409787,0.65316,0.912526,0.615848,0.914718,0.485482,0.791176,0.878135,0.935342,0.671037,0.834731,0.55389,0.976982,0.973497,0.543834,0.1003,0.915925,0.699741,0.778167,0.619846,0.421553,0.253489,0.548495,0.761536,0.853313,0.807529,0.900746,0.58492,Primary Tumor
lung squamous cell carcinoma,0.918124,0.901238,0.201559,0.72276,0.910091,0.390653,0.902368,0.547489,0.789261,0.890688,0.926837,0.90196,0.810483,0.860107,0.974372,0.961922,0.784003,0.52745,0.912627,0.857935,0.802646,0.802652,0.276685,0.206201,0.777374,0.932542,0.871521,0.831438,0.913957,0.854961,Primary Tumor
lung squamous cell carcinoma,0.891122,0.843514,0.109702,0.782463,0.873577,0.152636,0.789188,0.588048,0.693829,0.8664,0.915277,0.863895,0.772308,0.791795,0.962577,0.974901,0.948291,0.191084,0.941661,0.874069,0.872889,0.843429,0.319882,0.174751,0.72274,0.810781,0.933139,0.886215,0.919759,0.799771,Primary Tumor
lung squamous cell carcinoma,0.549505,0.796908,0.253929,0.657941,0.849467,0.295107,0.904808,0.822342,0.746033,0.924807,0.915142,0.916858,0.914961,0.405069,0.970161,0.67836,0.902423,0.13211,0.918391,0.352196,0.684087,0.407868,0.372962,0.277279,0.897204,0.419723,0.870864,0.716551,0.833376,0.736938,Primary Tumor
lung squamous cell carcinoma,0.84826,0.864466,0.580812,0.467466,0.861935,0.466665,0.880634,0.630659,0.524576,0.809731,0.890619,0.802412,0.868481,0.363843,0.959939,0.809115,0.88954,0.154675,0.910242,0.563683,0.58321,0.659994,0.398323,0.371309,0.67637,0.818067,0.861836,0.603137,0.870077,0.617491,Primary Tumor
lung squamous cell carcinoma,0.843096,0.90024,0.171224,0.522155,0.86852,0.597447,0.908491,0.378257,0.774316,0.93309,0.929729,0.829027,0.917773,0.664595,0.976707,0.972393,0.860004,0.285856,0.768938,0.594938,0.759192,0.387539,0.21176,0.208591,0.619906,0.525494,0.809617,0.698781,0.914523,0.202335,Primary Tumor
lung squamous cell carcinoma,0.947182,0.94797,0.064461,0.829101,0.932028,0.349437,0.910175,0.315375,0.909186,0.942945,0.915443,0.514023,0.723737,0.805331,0.976335,0.822814,0.262176,0.162113,0.931175,0.68619,0.856796,0.455431,0.150709,0.144803,0.482205,0.937785,0.942823,0.893535,0.865575,0.919876,Primary Tumor
lung squamous cell carcinoma,0.752958,0.888667,0.386983,0.533654,0.894148,0.584038,0.869303,0.746519,0.603036,0.837769,0.933467,0.877172,0.88534,0.3683,0.975688,0.915068,0.89213,0.18195,0.89589,0.639058,0.71147,0.572944,0.360248,0.260229,0.732679,0.483768,0.857576,0.672102,0.823605,0.403825,Primary Tumor
lung squamous cell carcinoma,0.57348,0.860658,0.107375,0.656213,0.838246,0.463514,0.886491,0.515068,0.837067,0.629878,0.893023,0.894665,0.582871,0.555951,0.968865,0.78376,0.450471,0.0955496,0.880949,0.669502,0.774148,0.576929,0.203007,0.169316,0.534108,0.609364,0.843059,0.804971,0.783862,0.618119,Primary Tumor
lung squamous cell carcinoma,0.858769,0.86447,0.252567,0.686889,0.872997,0.267781,0.768905,0.586589,0.70562,0.741349,0.843752,0.827772,0.794422,0.785196,0.95776,0.839766,0.575191,0.304701,0.932732,0.759027,0.805825,0.67397,0.351177,0.31637,0.631411,0.89074,0.805633,0.809701,0.747067,0.768674,Primary Tumor
lung squamous cell carcinoma,0.904611,0.853921,0.288715,0.678622,0.882272,0.587925,0.885624,0.780068,0.686076,0.913334,0.930243,0.890096,0.903643,0.783021,0.981306,0.937347,0.491746,0.223974,0.883797,0.482965,0.78249,0.369038,0.350731,0.183697,0.611325,0.841003,0.895703,0.783878,0.906329,0.735615,Primary Tumor
lung squamous cell carcinoma,0.91419,0.869595,0.371283,0.451337,0.90921,0.501609,0.916407,0.511347,0.635434,0.850039,0.913298,0.90076,0.932375,0.239734,0.979537,0.976789,0.911763,0.35072,0.883939,0.876282,0.787952,0.543519,0.484797,0.0974645,0.560398,0.534596,0.879772,0.823526,0.892332,0.613621,Primary Tumor
lung squamous cell carcinoma,0.740638,0.710267,0.321114,0.520864,0.699806,0.519447,0.923281,0.48503,0.590073,0.825151,0.885114,0.81152,0.534638,0.72387,0.979136,0.914479,0.465417,0.286375,0.703121,0.627694,0.589715,0.635743,0.153342,0.276446,0.501317,0.609665,0.796934,0.567437,0.666238,0.561734,Primary Tumor
lung squamous cell carcinoma,0.809757,0.814431,0.434894,0.43559,0.890259,0.579137,0.927471,0.685526,0.490787,0.849307,0.939566,0.879074,0.822353,0.621512,0.97396,0.917832,0.731481,0.38645,0.841047,0.647123,0.670667,0.725861,0.454947,0.376606,0.663628,0.715383,0.902386,0.668679,0.85007,0.258134,Primary Tumor
lung squamous cell carcinoma,0.849785,0.881724,0.428991,0.334973,0.891537,0.406192,0.884204,0.648429,0.525306,0.804401,0.910988,0.888798,0.811961,0.634465,0.977944,0.89126,0.681775,0.191708,0.903162,0.484026,0.753576,0.690956,0.410181,0.250543,0.584152,0.771453,0.851679,0.751668,0.779886,0.490076,Primary Tumor
